price,log_price,bedrooms,bathrooms,guests_included,property_type,host_is_superhost,security_deposit,cleaning_fee,room_type,neighbourhood_cleansed,number_of_reviews,review_scores_rating,minimum_nights,accommodates
250,5.521460917862246,2,1.5,1,House,f,0,35,Entire home/apt,Roslindale,0,NA,2,4
65,4.174387269895637,1,1,0,Apartment,f,95,10,Private room,Roslindale,36,94,2,2
65,4.174387269895637,1,1,1,Apartment,t,0,0,Private room,Roslindale,41,98,3,2
75,4.31748811353631,1,1,2,House,f,100,50,Private room,Roslindale,1,100,1,4
79,4.3694478524670215,1,1.5,1,House,t,0,15,Private room,Roslindale,29,99,2,2
75,4.31748811353631,1,1,1,Condominium,t,0,30,Private room,Roslindale,8,100,2,2
100,4.605170185988092,1,1,1,Apartment,f,0,0,Entire home/apt,Roslindale,57,90,1,3
75,4.31748811353631,1,2,1,House,t,0,10,Private room,Roslindale,67,96,1,2
58,4.060443010546419,1,1,2,Condominium,t,0,0,Private room,Roslindale,65,96,2,2
229,5.43372200355424,2,1,4,Apartment,t,200,50,Entire home/apt,Roslindale,33,94,4,5
60,4.0943445622221,1,1,1,House,f,0,30,Private room,Roslindale,1,80,1,2
57,4.04305126783455,1,1,1,House,t,0,40,Private room,Roslindale,17,94,1,1
93,4.532599493153256,2,1,1,Condominium,f,0,40,Entire home/apt,Roslindale,1,100,1,4
150,5.0106352940962555,2,1,5,Apartment,f,0,50,Entire home/apt,Roslindale,12,97,2,5
145,4.976733742420574,2,1.5,2,House,f,500,150,Entire home/apt,Roslindale,7,91,3,2
60,4.0943445622221,1,0,1,Apartment,f,0,0,Private room,Roslindale,70,96,1,1
165,5.10594547390058,1,1,3,House,f,0,50,Private room,Roslindale,1,100,3,4
75,4.31748811353631,1,1,1,Condominium,f,0,20,Private room,Roslindale,1,100,1,2
49,3.8918202981106265,1,1,1,House,t,0,0,Private room,Roslindale,0,NA,5,1
49,3.8918202981106265,1,1,1,House,t,0,0,Private room,Roslindale,4,95,5,2
40,3.6888794541139363,1,2.5,1,Other,t,0,0,Private room,Roslindale,31,99,2,1
120,4.787491742782046,0,1,3,House,f,150,50,Entire home/apt,Roslindale,16,98,2,3
70,4.248495242049359,1,0,1,Apartment,f,0,0,Private room,Roslindale,38,98,1,2
150,5.0106352940962555,3,1,6,House,f,150,100,Entire home/apt,Roslindale,21,88,3,8
175,5.1647859739235145,4,3.5,1,House,f,500,100,Entire home/apt,Roslindale,1,100,14,5
95,4.553876891600541,1,1.5,1,House,t,0,10,Private room,Roslindale,40,96,1,2
90,4.499809670330265,1,1,1,Apartment,f,0,0,Private room,Roslindale,43,95,1,2
95,4.553876891600541,1,1,1,House,t,0,15,Private room,Roslindale,33,99,2,2
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Roslindale,11,90,1,2
67,4.204692619390966,1,1,1,House,t,0,40,Private room,Roslindale,20,96,1,2
55,4.007333185232471,1,1,1,Condominium,f,0,0,Private room,Roslindale,30,92,1,1
200,5.298317366548036,2,1,4,Apartment,f,200,85,Entire home/apt,Roslindale,2,100,2,6
150,5.0106352940962555,1,1,1,Apartment,f,0,0,Entire home/apt,Roslindale,0,NA,1,4
49,3.8918202981106265,1,1,1,House,t,0,0,Private room,Roslindale,10,98,5,1
75,4.31748811353631,1,1.5,1,House,f,0,0,Private room,Roslindale,17,96,1,1
110,4.700480365792417,1,1,2,House,f,0,25,Entire home/apt,Roslindale,55,87,3,4
115,4.74493212836325,1,1,1,Apartment,f,200,35,Private room,Roslindale,0,NA,1,2
125,4.8283137373023015,3,1,1,House,f,250,50,Entire home/apt,Roslindale,24,91,1,16
200,5.298317366548036,3,2.5,1,House,f,250,50,Entire home/apt,Roslindale,82,95,1,16
75,4.31748811353631,1,2,1,House,t,0,10,Private room,Roslindale,20,97,1,2
78,4.356708826689592,1,1,1,House,f,500,25,Private room,Roslindale,21,95,3,1
50,3.912023005428146,1,1,1,Apartment,f,0,10,Private room,Roslindale,10,96,2,4
60,4.0943445622221,1,1,1,Apartment,t,0,0,Private room,Roslindale,143,98,1,1
45,3.8066624897703196,1,1.5,1,House,t,0,0,Private room,Roslindale,2,100,2,1
145,4.976733742420574,2,1,3,House,f,446,56,Entire home/apt,Roslindale,26,92,5,4
45,3.8066624897703196,1,2,1,House,f,0,0,Private room,Roslindale,5,96,2,2
85,4.442651256490317,1,1.5,1,House,t,0,10,Private room,Roslindale,29,97,1,2
75,4.31748811353631,1,1,1,House,f,200,50,Private room,Roslindale,9,93,3,1
50,3.912023005428146,1,2,1,House,f,0,0,Private room,Roslindale,14,99,2,2
45,3.8066624897703196,1,2.5,1,House,t,0,0,Private room,Roslindale,8,97,2,1
60,4.0943445622221,1,1,2,House,f,0,0,Private room,Roslindale,117,92,2,2
95,4.553876891600541,1,1,1,Apartment,t,250,35,Entire home/apt,Roslindale,53,99,1,3
89,4.48863636973214,0,1,2,Apartment,f,223,45,Entire home/apt,Roslindale,3,100,3,2
110,4.700480365792417,0,1,1,Apartment,f,0,25,Entire home/apt,Roslindale,0,NA,2,3
65,4.174387269895637,1,1,1,Condominium,f,0,20,Private room,Roslindale,0,NA,1,2
285,5.652489180268651,3,2,5,House,f,500,125,Entire home/apt,Roslindale,2,80,3,7
140,4.941642422609304,1,1,4,Apartment,f,0,125,Entire home/apt,Jamaica Plain,1,NA,3,4
70,4.248495242049359,1,1,1,Apartment,f,0,10,Private room,Jamaica Plain,23,93,2,2
95,4.553876891600541,1,1,1,House,f,0,0,Private room,Jamaica Plain,14,93,1,2
55,4.007333185232471,1,1,1,Other,f,0,0,Private room,Jamaica Plain,3,100,300,2
80,4.382026634673881,1,1,1,Apartment,t,0,0,Private room,Jamaica Plain,57,99,2,2
120,4.787491742782046,1,1,1,House,f,0,0,Private room,Jamaica Plain,58,97,2,2
65,4.174387269895637,1,1,1,Apartment,t,0,0,Private room,Jamaica Plain,1,100,1,2
100,4.605170185988092,1,1,2,Apartment,t,0,0,Private room,Jamaica Plain,46,97,2,4
65,4.174387269895637,1,1,1,Apartment,t,0,0,Private room,Jamaica Plain,68,96,3,1
60,4.0943445622221,1,1,1,House,f,0,0,Private room,Jamaica Plain,0,NA,2,1
63,4.143134726391533,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,3,73,2,2
75,4.31748811353631,1,1,1,Other,f,200,0,Private room,Jamaica Plain,4,100,1,2
65,4.174387269895637,1,1,1,House,f,0,10,Private room,Jamaica Plain,2,90,1,2
110,4.700480365792417,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,7,94,1,1
46,3.828641396489095,1,1,2,House,f,200,50,Private room,Jamaica Plain,18,82,2,2
75,4.31748811353631,1,1,1,Apartment,f,300,50,Private room,Jamaica Plain,0,NA,2,3
62,4.127134385045092,1,1.5,2,Apartment,f,150,25,Private room,Jamaica Plain,9,98,3,2
69,4.23410650459726,1,1.5,1,Condominium,f,95,15,Private room,Jamaica Plain,0,NA,2,2
69,4.23410650459726,1,1,1,Apartment,f,0,20,Private room,Jamaica Plain,4,100,2,2
73,4.290459441148391,1,2,1,House,f,0,50,Private room,Jamaica Plain,19,99,1,2
85,4.442651256490317,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,22,99,2,1
120,4.787491742782046,1,2,1,Apartment,t,500,80,Private room,Jamaica Plain,17,96,1,2
125,4.8283137373023015,1,3.5,1,House,f,100,0,Private room,Jamaica Plain,1,100,2,2
70,4.248495242049359,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,7,93,1,1
100,4.605170185988092,1,1,1,Condominium,f,95,10,Private room,Jamaica Plain,0,NA,1,2
61,4.110873864173311,1,1,1,Condominium,f,0,10,Private room,Jamaica Plain,7,97,1,2
125,4.8283137373023015,1,1,2,House,f,0,0,Private room,Jamaica Plain,132,97,1,4
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,14,88,1,2
27,3.295836866004329,1,1,1,Apartment,f,0,5,Private room,Jamaica Plain,0,NA,1,1
80,4.382026634673881,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,12,98,2,2
85,4.442651256490317,1,1,1,House,f,0,0,Private room,Jamaica Plain,3,100,1,2
75,4.31748811353631,1,1,1,House,f,0,0,Private room,Jamaica Plain,43,91,1,3
57,4.04305126783455,1,1,1,House,f,0,0,Private room,Jamaica Plain,1,20,7,1
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,0,NA,1,2
40,3.6888794541139363,1,1,1,Apartment,f,0,5,Private room,Jamaica Plain,0,NA,1,1
100,4.605170185988092,1,1,1,House,f,0,100,Private room,Jamaica Plain,20,98,4,1
70,4.248495242049359,1,2.5,1,House,f,100,20,Private room,Jamaica Plain,9,93,1,2
190,5.247024072160486,2,1,2,Apartment,t,0,0,Entire home/apt,Jamaica Plain,26,95,4,4
149,5.003946305945459,1,1,1,Apartment,f,0,50,Entire home/apt,Jamaica Plain,17,95,7,3
168,5.123963979403259,2,1,1,Apartment,f,200,120,Entire home/apt,Jamaica Plain,47,94,3,6
205,5.3230099791384085,3,2,1,House,f,0,50,Entire home/apt,Jamaica Plain,9,87,2,5
65,4.174387269895637,1,2.5,1,House,f,100,15,Private room,Jamaica Plain,17,92,1,2
75,4.31748811353631,1,1,1,Apartment,f,0,18,Entire home/apt,Jamaica Plain,5,92,1,2
117,4.762173934797756,2,1,1,Condominium,f,0,15,Entire home/apt,Jamaica Plain,0,NA,1,4
429,6.061456918928017,4,2,6,Apartment,f,400,0,Entire home/apt,Jamaica Plain,35,91,3,8
95,4.553876891600541,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,53,95,2,2
69,4.23410650459726,1,1,1,Apartment,f,0,20,Private room,Jamaica Plain,0,NA,1,2
69,4.23410650459726,1,1,1,Apartment,t,0,30,Private room,Jamaica Plain,13,100,3,2
165,5.10594547390058,1,1,1,House,f,800,0,Entire home/apt,Jamaica Plain,9,93,2,2
150,5.0106352940962555,2,1,4,Apartment,f,200,50,Entire home/apt,Jamaica Plain,2,90,5,4
267,5.58724865840025,4,1,6,Condominium,f,300,90,Entire home/apt,Jamaica Plain,0,NA,1,7
87,4.465908118654584,1,1,1,Apartment,f,95,25,Private room,Jamaica Plain,6,97,2,2
62,4.127134385045092,1,1,1,Other,f,0,0,Private room,Jamaica Plain,20,96,2,2
110,4.700480365792417,1,1,2,Apartment,f,200,40,Entire home/apt,Jamaica Plain,6,97,2,2
250,5.521460917862246,3,2,1,Apartment,f,250,90,Entire home/apt,Jamaica Plain,6,90,4,6
150,5.0106352940962555,2,1,2,Apartment,t,500,200,Entire home/apt,Jamaica Plain,14,97,2,6
300,5.703782474656201,3,2,2,House,f,500,140,Entire home/apt,Jamaica Plain,3,93,2,7
119,4.77912349311153,0,1,1,Apartment,f,0,35,Entire home/apt,Jamaica Plain,13,100,1,2
175,5.1647859739235145,0,1,2,Apartment,t,250,25,Entire home/apt,Jamaica Plain,148,99,2,2
195,5.272999558563747,2,2,3,House,t,100,95,Entire home/apt,Jamaica Plain,24,96,4,6
145,4.976733742420574,2,1,1,Condominium,f,400,80,Entire home/apt,Jamaica Plain,4,90,2,4
200,5.298317366548036,2,1,1,Apartment,f,0,50,Entire home/apt,Jamaica Plain,10,92,2,4
90,4.499809670330265,1,1,1,House,f,150,0,Private room,Jamaica Plain,42,99,1,1
210,5.3471075307174685,2,1,4,Apartment,f,0,50,Entire home/apt,Jamaica Plain,41,94,2,4
75,4.31748811353631,1,1,1,Apartment,f,0,15,Private room,Jamaica Plain,8,100,2,2
46,3.828641396489095,1,1,1,Apartment,f,0,10,Private room,Jamaica Plain,2,90,1,2
75,4.31748811353631,1,1,1,Condominium,f,0,0,Private room,Jamaica Plain,12,100,2,2
500,6.214608098422191,3,1,6,Apartment,f,400,100,Entire home/apt,Jamaica Plain,8,89,1,6
60,4.0943445622221,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,4,90,2,2
130,4.867534450455582,1,1,1,Apartment,f,200,45,Entire home/apt,Jamaica Plain,66,90,2,5
190,5.247024072160486,2,1.5,4,Apartment,f,500,80,Entire home/apt,Jamaica Plain,39,88,2,6
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,24,91,2,2
450,6.1092475827643655,3,3,1,House,f,0,150,Entire home/apt,Jamaica Plain,2,100,1,6
399,5.988961416889864,4,2,4,Apartment,t,100,120,Entire home/apt,Jamaica Plain,18,99,2,8
350,5.857933154483459,2,1,4,Apartment,t,100,50,Entire home/apt,Jamaica Plain,13,98,1,5
200,5.298317366548036,2,1,2,Apartment,f,150,0,Entire home/apt,Jamaica Plain,32,98,2,4
99,4.59511985013459,1,1,1,Apartment,f,150,40,Private room,Jamaica Plain,2,100,2,2
295,5.68697535633982,3,2,1,House,f,0,0,Entire home/apt,Jamaica Plain,0,NA,3,6
107,4.672828834461906,1,1,2,Apartment,f,200,60,Private room,Jamaica Plain,20,81,2,2
69,4.23410650459726,1,1,1,Apartment,f,0,20,Private room,Jamaica Plain,18,96,1,1
76,4.330733340286331,1,1,1,Apartment,f,0,15,Private room,Jamaica Plain,57,92,1,2
75,4.31748811353631,1,1,1,Apartment,t,0,25,Entire home/apt,Jamaica Plain,48,95,2,2
55,4.007333185232471,1,1,1,House,f,0,20,Private room,Jamaica Plain,9,78,1,1
65,4.174387269895637,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,2,100,1,2
59,4.07753744390572,1,1.5,1,Condominium,f,95,15,Private room,Jamaica Plain,1,NA,2,2
88,4.477336814478207,1,1,1,House,t,0,0,Private room,Jamaica Plain,5,96,2,2
164,5.099866427824199,4,2,3,House,f,500,100,Entire home/apt,Jamaica Plain,0,NA,6,5
90,4.499809670330265,0,1,1,House,f,0,40,Entire home/apt,Jamaica Plain,139,93,2,2
185,5.220355825078324,2,2,1,Apartment,f,0,75,Entire home/apt,Jamaica Plain,4,100,5,4
80,4.382026634673881,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,0,NA,1,2
105,4.653960350157523,1,1,1,House,f,200,7,Private room,Jamaica Plain,21,91,2,2
90,4.499809670330265,1,1,1,House,f,0,0,Private room,Jamaica Plain,192,95,1,2
100,4.605170185988092,1,1,2,Apartment,t,100,50,Entire home/apt,Jamaica Plain,115,97,3,2
100,4.605170185988092,1,1,1,Apartment,t,500,50,Shared room,Jamaica Plain,10,98,1,2
200,5.298317366548036,2,1.5,1,Apartment,f,200,100,Entire home/apt,Jamaica Plain,11,100,2,5
300,5.703782474656201,4,1.5,6,Apartment,f,300,100,Entire home/apt,Jamaica Plain,2,100,4,8
60,4.0943445622221,1,1,1,House,f,0,0,Private room,Jamaica Plain,0,NA,1,2
319,5.765191102784844,3,1,6,Apartment,f,0,40,Entire home/apt,Jamaica Plain,6,100,1,6
85,4.442651256490317,1,1,1,Apartment,t,0,25,Private room,Jamaica Plain,91,96,2,2
70,4.248495242049359,1,2,1,Condominium,f,0,0,Private room,Jamaica Plain,10,74,1,2
50,3.912023005428146,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,2,60,1,2
119,4.77912349311153,1,1,0,Apartment,f,0,60,Entire home/apt,Jamaica Plain,14,86,3,4
125,4.8283137373023015,1,1,2,Condominium,f,0,15,Entire home/apt,Jamaica Plain,2,100,1,3
53,3.970291913552122,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,5,80,1,2
125,4.8283137373023015,1,1,1,Apartment,t,300,50,Private room,Jamaica Plain,13,95,1,4
199,5.293304824724492,4,2.5,5,House,f,0,0,Entire home/apt,Jamaica Plain,1,100,3,6
205,5.3230099791384085,2,1,4,Apartment,f,0,50,Entire home/apt,Jamaica Plain,14,97,2,4
114,4.736198448394496,2,1,2,Condominium,f,250,80,Entire home/apt,Jamaica Plain,8,95,4,5
75,4.31748811353631,1,1,1,Apartment,t,0,0,Private room,Jamaica Plain,131,98,2,2
185,5.220355825078324,1,1,2,Apartment,f,200,50,Entire home/apt,Jamaica Plain,8,86,3,2
75,4.31748811353631,1,1,2,Apartment,t,0,0,Private room,Jamaica Plain,150,97,1,2
180,5.19295685089021,2,2.5,2,Apartment,f,500,90,Entire home/apt,Jamaica Plain,0,NA,3,4
70,4.248495242049359,1,1,1,Apartment,f,0,0,Shared room,Jamaica Plain,5,96,1,2
150,5.0106352940962555,1,1,2,Other,t,0,40,Entire home/apt,Jamaica Plain,71,96,2,2
120,4.787491742782046,2,1,1,Apartment,f,0,50,Entire home/apt,Jamaica Plain,10,96,1,4
92,4.5217885770490405,1,2,1,Apartment,f,0,10,Private room,Jamaica Plain,1,100,14,2
84,4.430816798843313,1,1,0,Apartment,f,298,0,Private room,Jamaica Plain,6,100,3,2
200,5.298317366548036,2,1,4,Apartment,f,0,0,Entire home/apt,Jamaica Plain,29,89,2,4
115,4.74493212836325,1,1,0,Apartment,t,0,30,Entire home/apt,Jamaica Plain,70,96,2,2
49,3.8918202981106265,1,1,1,Apartment,f,0,0,Shared room,Jamaica Plain,0,NA,1,1
95,4.553876891600541,1,1,1,Other,t,0,30,Private room,Jamaica Plain,25,98,2,2
275,5.616771097666572,4,1,1,House,f,450,80,Entire home/apt,Jamaica Plain,1,100,3,6
230,5.438079308923196,4,1,4,Apartment,t,0,50,Entire home/apt,Jamaica Plain,75,97,2,9
130,4.867534450455582,1,1,3,Apartment,f,0,45,Entire home/apt,Jamaica Plain,59,99,2,4
192,5.2574953720277815,2,1,4,Apartment,f,650,64,Entire home/apt,Jamaica Plain,20,93,3,5
175,5.1647859739235145,3,1,1,Apartment,f,500,40,Entire home/apt,Jamaica Plain,99,85,2,5
70,4.248495242049359,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,2,80,1,2
65,4.174387269895637,1,1.5,1,Other,t,0,50,Private room,Jamaica Plain,6,100,5,2
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,1,100,1,2
185,5.220355825078324,1,1,1,Apartment,f,0,0,Entire home/apt,Jamaica Plain,0,NA,1,3
250,5.521460917862246,5,2.5,4,House,f,500,125,Entire home/apt,Jamaica Plain,3,87,5,10
110,4.700480365792417,1,1,2,Apartment,f,100,50,Entire home/apt,Jamaica Plain,3,93,1,2
150,5.0106352940962555,2,1.5,1,House,f,0,0,Entire home/apt,Jamaica Plain,0,NA,1,5
168,5.123963979403259,2,1,1,Apartment,f,200,50,Entire home/apt,Jamaica Plain,23,89,2,6
60,4.0943445622221,1,1,2,Apartment,t,0,0,Private room,Jamaica Plain,169,98,1,2
59,4.07753744390572,1,1,1,Apartment,f,0,12,Private room,Jamaica Plain,47,90,1,2
60,4.0943445622221,1,1,1,House,f,0,15,Private room,Jamaica Plain,15,91,1,2
145,4.976733742420574,2,1,3,Apartment,f,0,50,Entire home/apt,Jamaica Plain,7,94,2,4
80,4.382026634673881,1,1,1,Apartment,f,0,30,Private room,Jamaica Plain,1,100,1,2
114,4.736198448394496,1,1,1,Apartment,t,200,45,Entire home/apt,Jamaica Plain,127,97,2,3
170,5.135798437050262,1,1,2,House,f,300,0,Private room,Jamaica Plain,2,80,2,2
240,5.480638923341991,2,2,1,Apartment,f,0,135,Entire home/apt,Jamaica Plain,108,95,3,6
150,5.0106352940962555,2,1,2,Apartment,f,0,50,Entire home/apt,Jamaica Plain,5,95,2,4
69,4.23410650459726,1,1,1,Apartment,f,0,20,Private room,Jamaica Plain,11,98,3,2
80,4.382026634673881,1,1,1,Apartment,f,0,25,Private room,Jamaica Plain,18,95,3,2
85,4.442651256490317,1,1,1,Apartment,t,0,0,Private room,Jamaica Plain,62,97,1,2
75,4.31748811353631,1,1,2,Apartment,f,0,25,Private room,Jamaica Plain,58,92,1,4
150,5.0106352940962555,2,1,1,Apartment,f,0,0,Entire home/apt,Jamaica Plain,1,80,1,4
70,4.248495242049359,1,2,0,House,f,0,50,Private room,Jamaica Plain,2,90,1,2
80,4.382026634673881,1,1,2,House,f,150,30,Private room,Jamaica Plain,97,96,3,3
225,5.41610040220442,3,1.5,4,Apartment,f,0,150,Entire home/apt,Jamaica Plain,0,NA,2,7
225,5.41610040220442,2,1,4,Apartment,f,500,100,Entire home/apt,Jamaica Plain,8,100,3,4
178,5.181783550292085,2,2,1,House,f,0,0,Entire home/apt,Jamaica Plain,2,100,7,4
175,5.1647859739235145,2,1,1,Apartment,f,0,20,Entire home/apt,Jamaica Plain,13,94,1,4
109,4.6913478822291435,0,1,2,Apartment,f,0,25,Entire home/apt,Jamaica Plain,16,100,1,3
383,5.948034989180646,5,2,6,Condominium,t,2000,250,Entire home/apt,Jamaica Plain,20,94,3,10
90,4.499809670330265,1,1.5,1,Condominium,f,0,0,Private room,Jamaica Plain,0,NA,1,2
99,4.59511985013459,2,1,2,Apartment,t,0,25,Entire home/apt,Jamaica Plain,23,97,3,6
50,3.912023005428146,1,1,1,Apartment,f,100,20,Private room,Jamaica Plain,9,91,1,2
300,5.703782474656201,2,1,1,Apartment,f,100,50,Entire home/apt,Jamaica Plain,16,93,1,4
184,5.214935757608986,4,2,1,House,f,0,200,Entire home/apt,Jamaica Plain,0,NA,30,6
80,4.382026634673881,1,1,1,Apartment,f,0,25,Private room,Jamaica Plain,107,92,2,2
85,4.442651256490317,1,1,1,House,f,0,25,Private room,Jamaica Plain,26,97,1,2
150,5.0106352940962555,1,1,2,Apartment,f,0,30,Entire home/apt,Jamaica Plain,10,98,2,2
100,4.605170185988092,1,1,1,Apartment,f,300,70,Entire home/apt,Jamaica Plain,1,100,1,2
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,8,93,1,2
84,4.430816798843313,1,1.5,1,Other,t,0,20,Private room,Jamaica Plain,31,97,3,2
130,4.867534450455582,1,1,3,Apartment,t,100,20,Entire home/apt,Jamaica Plain,32,98,1,4
76,4.330733340286331,1,1,1,Apartment,f,0,5,Private room,Jamaica Plain,84,95,2,2
100,4.605170185988092,1,1,1,Apartment,f,500,9,Private room,Jamaica Plain,1,100,1,2
70,4.248495242049359,1,2,2,House,t,0,25,Private room,Jamaica Plain,7,100,2,2
125,4.8283137373023015,1,1,2,Condominium,f,250,60,Entire home/apt,Jamaica Plain,18,96,2,2
70,4.248495242049359,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,6,94,1,2
75,4.31748811353631,1,1.5,1,Other,t,0,15,Private room,Jamaica Plain,0,NA,1,1
170,5.135798437050262,2,1,2,House,f,250,0,Entire home/apt,Jamaica Plain,9,98,2,3
95,4.553876891600541,1,1,1,House,t,0,0,Private room,Jamaica Plain,55,100,4,2
70,4.248495242049359,1,1,1,Other,f,0,0,Private room,Jamaica Plain,10,100,4,2
299,5.700443573390687,3,1,1,Apartment,f,0,0,Entire home/apt,Jamaica Plain,0,NA,1,6
70,4.248495242049359,1,1.5,1,House,f,0,30,Private room,Jamaica Plain,0,NA,3,1
155,5.043425116919247,2,2,4,Other,f,0,20,Entire home/apt,Jamaica Plain,0,NA,1,6
250,5.521460917862246,2,2,1,Apartment,f,500,100,Entire home/apt,Jamaica Plain,1,100,1,4
115,4.74493212836325,1,1,1,Apartment,t,500,0,Private room,Jamaica Plain,49,95,2,2
70,4.248495242049359,1,1,1,House,f,0,20,Private room,Jamaica Plain,145,92,2,3
135,4.90527477843843,1,1,2,House,f,0,15,Entire home/apt,Jamaica Plain,68,93,2,3
120,4.787491742782046,1,1,1,Condominium,t,500,80,Private room,Jamaica Plain,5,100,1,2
130,4.867534450455582,1,1.5,1,Other,t,250,45,Entire home/apt,Jamaica Plain,12,100,1,4
29,3.367295829986474,1,1,2,Apartment,f,0,10,Private room,Jamaica Plain,5,88,2,3
68,4.219507705176107,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,9,91,1,2
300,5.703782474656201,3,1,4,Apartment,f,0,135,Entire home/apt,Jamaica Plain,9,97,1,6
50,3.912023005428146,1,2,1,House,t,0,25,Private room,Jamaica Plain,22,95,2,1
119,4.77912349311153,1,1,1,Condominium,f,300,100,Entire home/apt,Jamaica Plain,2,90,7,2
46,3.828641396489095,1,1,2,Apartment,f,0,8,Private room,Jamaica Plain,31,75,2,2
295,5.68697535633982,2,1,2,Condominium,f,300,80,Entire home/apt,Jamaica Plain,0,NA,3,6
130,4.867534450455582,2,1,2,Apartment,f,0,20,Entire home/apt,Jamaica Plain,19,79,1,5
180,5.19295685089021,2,2,2,Condominium,f,500,100,Entire home/apt,Jamaica Plain,7,100,3,6
300,5.703782474656201,2,1,4,Apartment,f,400,100,Entire home/apt,Jamaica Plain,0,NA,2,7
200,5.298317366548036,2,1,1,Apartment,f,240,75,Entire home/apt,Jamaica Plain,0,NA,2,5
136,4.912654885736052,1,1,2,Apartment,f,0,0,Entire home/apt,Jamaica Plain,26,92,4,2
100,4.605170185988092,1,1,1,Apartment,f,0,0,Entire home/apt,Jamaica Plain,5,96,2,2
88,4.477336814478207,1,1,1,House,t,200,45,Private room,Jamaica Plain,48,100,2,5
95,4.553876891600541,1,1,1,House,f,0,35,Private room,Jamaica Plain,15,93,2,3
135,4.90527477843843,1,1.5,1,House,f,0,50,Entire home/apt,Jamaica Plain,1,80,5,2
135,4.90527477843843,1,1,1,House,t,200,30,Entire home/apt,Jamaica Plain,104,98,2,2
75,4.31748811353631,1,1,2,Other,t,0,20,Private room,Jamaica Plain,63,97,2,2
189,5.241747015059643,2,1,3,House,t,0,30,Entire home/apt,Jamaica Plain,25,96,1,5
75,4.31748811353631,1,1,0,House,t,0,0,Private room,Jamaica Plain,41,98,2,2
55,4.007333185232471,1,1,1,Apartment,f,0,55,Private room,Jamaica Plain,15,97,2,2
125,4.8283137373023015,1,1,1,Apartment,f,200,60,Private room,Jamaica Plain,10,86,1,2
88,4.477336814478207,1,1,0,Condominium,t,0,0,Private room,Jamaica Plain,184,96,28,1
72,4.276666119016055,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,1,80,7,1
22,3.091042453358316,1,1,1,Apartment,f,0,0,Shared room,Jamaica Plain,1,60,1,1
90,4.499809670330265,1,1,2,House,f,0,0,Private room,Jamaica Plain,12,90,2,2
150,5.0106352940962555,1,2,1,Apartment,f,0,0,Private room,Jamaica Plain,0,NA,1,2
82,4.406719247264253,1,1,2,Apartment,f,0,0,Private room,Jamaica Plain,42,95,2,2
84,4.430816798843313,1,1,1,House,f,500,20,Private room,Jamaica Plain,10,94,3,2
160,5.075173815233827,2,1,4,Apartment,f,0,0,Entire home/apt,Jamaica Plain,22,94,1,4
110,4.700480365792417,2,1.5,1,Apartment,f,1000,80,Entire home/apt,Jamaica Plain,1,100,7,4
150,5.0106352940962555,2,1,1,Apartment,t,0,75,Entire home/apt,Jamaica Plain,29,98,2,4
80,4.382026634673881,1,1,2,Condominium,f,0,0,Private room,Jamaica Plain,1,100,2,2
225,5.41610040220442,2,1,4,Apartment,f,500,100,Entire home/apt,Jamaica Plain,5,100,3,5
65,4.174387269895637,1,1.5,1,Apartment,f,0,0,Private room,Jamaica Plain,60,96,3,2
275,5.616771097666572,3,1,6,House,f,300,100,Entire home/apt,Jamaica Plain,57,93,3,8
300,5.703782474656201,3,2.5,2,House,f,500,175,Entire home/apt,Jamaica Plain,5,100,3,8
185,5.220355825078324,3,1.5,1,House,f,0,150,Entire home/apt,Jamaica Plain,4,100,3,5
175,5.1647859739235145,1,1,2,Apartment,f,100,50,Entire home/apt,Jamaica Plain,7,94,3,4
175,5.1647859739235145,2,1,5,Apartment,f,200,65,Entire home/apt,Jamaica Plain,0,NA,2,5
75,4.31748811353631,1,1,2,Apartment,t,0,0,Private room,Jamaica Plain,173,97,1,2
60,4.0943445622221,1,1,1,Apartment,f,0,10,Private room,Jamaica Plain,88,87,2,2
100,4.605170185988092,2,2,1,Apartment,t,0,0,Entire home/apt,Jamaica Plain,1,80,4,3
