price,log_price,bedrooms,bathrooms,guests_included,property_type,host_is_superhost,security_deposit,cleaning_fee,room_type,neighbourhood_cleansed,number_of_reviews,review_scores_rating,minimum_nights,accommodates
64,4.1588830833596715,1,2.5,1,House,f,100,20,Private room,East Boston,41,80,1,2
63,4.143134726391533,1,1,1,Apartment,f,500,50,Entire home/apt,East Boston,1,80,1,3
189,5.241747015059643,2,1,1,Apartment,f,250,50,Entire home/apt,East Boston,39,97,2,4
60,4.0943445622221,1,2,1,Apartment,f,0,0,Entire home/apt,East Boston,37,84,2,2
99,4.59511985013459,1,1,2,Apartment,f,0,0,Private room,East Boston,17,88,1,2
120,4.787491742782046,1,1,2,Apartment,t,0,0,Private room,East Boston,37,98,1,2
150,5.0106352940962555,2,1,0,Apartment,f,0,30,Entire home/apt,East Boston,10,82,5,4
133,4.890349128221754,1,1,1,Apartment,f,0,20,Entire home/apt,East Boston,9,91,2,2
250,5.521460917862246,2,1,1,Apartment,f,0,100,Entire home/apt,East Boston,32,94,1,6
98,4.584967478670572,1,1,2,Apartment,f,0,20,Private room,East Boston,57,96,1,3
77,4.343805421853684,1,1,1,Apartment,f,0,0,Private room,East Boston,21,94,1,1
128,4.852030263919617,1,1,1,Apartment,f,100,35,Entire home/apt,East Boston,3,53,2,3
130,4.867534450455582,1,1,1,Apartment,f,0,0,Entire home/apt,East Boston,13,98,2,2
70,4.248495242049359,1,1,1,Apartment,f,0,20,Private room,East Boston,5,92,1,2
300,5.703782474656201,2,1,4,Apartment,f,0,50,Entire home/apt,East Boston,2,100,1,6
60,4.0943445622221,1,2,1,Apartment,f,0,0,Entire home/apt,East Boston,35,87,2,2
300,5.703782474656201,2,1,4,Apartment,f,0,0,Entire home/apt,East Boston,15,89,30,4
144,4.969813299576001,1,1,2,Apartment,f,100,40,Entire home/apt,East Boston,13,75,2,5
60,4.0943445622221,1,1,1,Apartment,f,100,0,Shared room,East Boston,0,NA,1,2
70,4.248495242049359,1,1,1,House,f,0,0,Private room,East Boston,193,90,1,1
95,4.553876891600541,1,1,1,House,f,0,0,Private room,East Boston,1,100,1,2
85,4.442651256490317,1,1,1,Apartment,t,0,0,Private room,East Boston,12,97,1,2
359,5.883322388488279,2,1,1,Condominium,f,0,0,Entire home/apt,East Boston,0,NA,1,5
135,4.90527477843843,1,1,1,Apartment,f,0,0,Entire home/apt,East Boston,30,94,1,4
112,4.718498871295094,2,1,1,House,f,185,50,Entire home/apt,East Boston,52,92,2,3
68,4.219507705176107,1,2.5,1,House,f,100,20,Private room,East Boston,42,86,1,3
99,4.59511985013459,1,1,1,Apartment,f,0,0,Private room,East Boston,25,86,1,2
149,5.003946305945459,2,1,4,Apartment,f,0,39,Entire home/apt,East Boston,0,NA,2,4
150,5.0106352940962555,1,1,0,Apartment,f,300,75,Entire home/apt,East Boston,16,94,2,2
65,4.174387269895637,1,1,1,Apartment,f,95,10,Private room,East Boston,22,89,1,2
250,5.521460917862246,2,1,4,Apartment,f,250,95,Entire home/apt,East Boston,1,100,1,5
174,5.159055299214529,1,1,2,Apartment,f,100,40,Entire home/apt,East Boston,3,67,2,5
30,3.4011973816621555,1,1,1,Apartment,f,0,0,Private room,East Boston,0,NA,1,1
89,4.48863636973214,1,1,1,Apartment,f,0,0,Entire home/apt,East Boston,320,88,1,3
95,4.553876891600541,1,1,2,Apartment,f,150,35,Private room,East Boston,25,92,1,3
150,5.0106352940962555,3,1,4,Apartment,f,0,30,Entire home/apt,East Boston,59,84,1,5
250,5.521460917862246,2,1,1,Apartment,f,0,100,Entire home/apt,East Boston,45,95,1,9
85,4.442651256490317,1,1,1,Apartment,f,200,0,Private room,East Boston,11,100,1,1
99,4.59511985013459,1,1,1,Apartment,f,0,0,Private room,East Boston,15,92,1,2
150,5.0106352940962555,1,1,1,Apartment,f,100,50,Entire home/apt,East Boston,4,100,4,2
140,4.941642422609304,3,1,2,Apartment,f,0,50,Entire home/apt,East Boston,8,98,1,5
99,4.59511985013459,0,1,2,Apartment,f,350,40,Entire home/apt,East Boston,25,83,3,3
99,4.59511985013459,2,1,1,Condominium,f,300,99,Entire home/apt,East Boston,23,92,2,4
199,5.293304824724492,0,1,1,Apartment,f,0,50,Entire home/apt,East Boston,1,NA,2,2
70,4.248495242049359,0,1,1,Apartment,f,350,40,Entire home/apt,East Boston,49,90,21,2
80,4.382026634673881,1,1,1,House,f,500,100,Private room,East Boston,1,80,7,1
145,4.976733742420574,1,1,2,Apartment,f,100,35,Entire home/apt,East Boston,9,96,1,4
110,4.700480365792417,0,1,1,Apartment,f,0,25,Entire home/apt,East Boston,60,95,1,3
175,5.1647859739235145,1,1,1,Other,f,0,139,Entire home/apt,East Boston,0,NA,1,6
40,3.6888794541139363,1,1,1,Apartment,f,100,20,Private room,East Boston,7,97,1,1
89,4.48863636973214,1,1,1,House,f,0,0,Private room,East Boston,6,93,1,2
105,4.653960350157523,1,1,1,Apartment,f,0,0,Private room,East Boston,198,87,1,2
44,3.784189633918261,1,1,1,Other,f,100,5,Private room,East Boston,24,96,1,1
320,5.768320995793772,2,1,4,Apartment,f,0,0,Entire home/apt,East Boston,17,91,28,4
75,4.31748811353631,1,1,1,House,f,0,0,Private room,East Boston,271,86,1,2
95,4.553876891600541,1,1,2,Apartment,f,0,0,Private room,East Boston,2,90,1,3
181,5.198497031265826,2,1,4,Apartment,f,0,30,Entire home/apt,East Boston,71,95,1,4
120,4.787491742782046,1,1,2,Apartment,f,0,0,Private room,East Boston,174,95,1,3
70,4.248495242049359,1,1,1,Apartment,f,0,10,Entire home/apt,East Boston,2,90,5,2
89,4.48863636973214,1,1,1,Apartment,f,100,10,Private room,East Boston,65,95,1,2
115,4.74493212836325,1,1,2,Apartment,f,0,0,Private room,East Boston,13,97,1,5
124,4.820281565605037,2,1,1,Condominium,f,500,60,Entire home/apt,East Boston,9,98,2,4
99,4.59511985013459,1,1,2,Condominium,f,0,25,Private room,East Boston,19,98,1,2
88,4.477336814478207,1,1,1,Apartment,f,0,0,Private room,East Boston,9,93,1,2
195,5.272999558563747,2,1,3,House,f,0,45,Entire home/apt,East Boston,17,95,2,4
70,4.248495242049359,1,1,1,House,t,0,20,Private room,East Boston,36,96,1,2
110,4.700480365792417,1,1,1,Apartment,f,0,35,Entire home/apt,East Boston,76,86,1,2
125,4.8283137373023015,1,1,1,Apartment,f,0,0,Private room,East Boston,1,100,2,2
275,5.616771097666572,2,1,2,Other,f,0,139,Entire home/apt,East Boston,29,91,2,6
65,4.174387269895637,1,1,1,Apartment,f,0,0,Entire home/apt,East Boston,1,80,8,2
87,4.465908118654584,1,1,1,Apartment,f,0,0,Private room,East Boston,3,100,1,2
225,5.41610040220442,2,2,1,House,f,0,0,Entire home/apt,East Boston,2,100,2,4
60,4.0943445622221,1,1,1,Apartment,f,0,0,Private room,East Boston,1,NA,1,2
150,5.0106352940962555,1,1,1,Apartment,f,0,0,Entire home/apt,East Boston,9,98,2,4
99,4.59511985013459,1,1,1,Apartment,f,0,0,Private room,East Boston,16,88,1,2
275,5.616771097666572,2,1,2,Other,f,0,139,Entire home/apt,East Boston,17,89,2,6
85,4.442651256490317,1,1.5,1,House,f,150,10,Private room,East Boston,21,93,1,2
135,4.90527477843843,1,1,2,Apartment,f,100,40,Entire home/apt,East Boston,7,47,1,4
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,East Boston,11,73,1,2
72,4.276666119016055,1,2.5,1,House,f,100,20,Private room,East Boston,58,84,1,3
230,5.438079308923196,4,2,0,Apartment,f,0,50,Entire home/apt,East Boston,8,90,3,8
200,5.298317366548036,1,1,1,Apartment,f,0,0,Private room,East Boston,14,93,1,2
45,3.8066624897703196,1,1,1,Apartment,f,100,5,Private room,East Boston,8,100,1,1
90,4.499809670330265,1,1,2,Apartment,f,0,0,Private room,East Boston,1,100,1,4
72,4.276666119016055,1,2,1,House,f,100,20,Private room,East Boston,75,86,1,3
98,4.584967478670572,1,1,1,Apartment,f,0,0,Private room,East Boston,0,NA,2,1
79,4.3694478524670215,1,1.5,1,Apartment,f,100,10,Private room,East Boston,90,94,1,1
150,5.0106352940962555,0,1,1,Condominium,f,0,0,Entire home/apt,Charlestown,10,98,1,3
143,4.962844630259907,0,1,1,Apartment,f,200,0,Entire home/apt,Charlestown,16,96,2,2
225,5.41610040220442,2,1,3,Apartment,f,150,50,Entire home/apt,Charlestown,7,97,2,3
160,5.075173815233827,1,1.5,1,Other,f,0,0,Private room,Charlestown,0,NA,1,2
160,5.075173815233827,1,1,1,Other,f,0,0,Private room,Charlestown,21,83,2,2
125,4.8283137373023015,0,1,1,Condominium,f,0,50,Entire home/apt,Charlestown,1,100,1,1
199,5.293304824724492,1,1,1,Apartment,t,100,25,Entire home/apt,Charlestown,19,100,1,2
600,6.396929655216146,3,3,1,House,f,500,100,Entire home/apt,Charlestown,4,100,4,6
190,5.247024072160486,1,1,1,House,f,0,0,Private room,Charlestown,0,NA,1,1
295,5.68697535633982,1,1,2,House,f,0,25,Entire home/apt,Charlestown,90,99,2,2
250,5.521460917862246,1,1,1,Apartment,f,0,0,Entire home/apt,Charlestown,0,NA,2,2
200,5.298317366548036,3,1,2,Apartment,f,0,50,Entire home/apt,Charlestown,1,80,3,4
500,6.214608098422191,4,3,6,House,f,500,125,Entire home/apt,Charlestown,112,93,1,7
299,5.700443573390687,3,1.5,0,House,f,0,0,Entire home/apt,Charlestown,26,95,2,4
250,5.521460917862246,4,2,1,House,f,0,125,Entire home/apt,Charlestown,4,100,3,6
125,4.8283137373023015,1,0,1,Apartment,f,0,100,Entire home/apt,Charlestown,98,92,3,3
599,6.395261598115449,3,3,1,Condominium,f,0,0,Entire home/apt,Charlestown,0,NA,2,6
175,5.1647859739235145,1,1.5,1,Condominium,f,0,0,Private room,Charlestown,0,NA,2,1
150,5.0106352940962555,1,1,1,Apartment,f,0,0,Private room,Charlestown,50,94,1,2
200,5.298317366548036,1,1,2,Apartment,f,100,0,Entire home/apt,Charlestown,7,97,2,4
150,5.0106352940962555,1,1,1,Apartment,f,0,0,Private room,Charlestown,4,100,1,3
234,5.455321115357702,2,2,4,Condominium,f,100,75,Entire home/apt,Charlestown,14,99,2,6
200,5.298317366548036,1,1,1,Apartment,f,100,25,Private room,Charlestown,0,NA,1,2
200,5.298317366548036,3,2.5,1,House,f,0,0,Entire home/apt,Charlestown,5,100,2,4
249,5.517452896464707,1,1,1,House,f,0,0,Entire home/apt,Charlestown,0,NA,2,2
320,5.768320995793772,2,2,4,Apartment,f,0,0,Entire home/apt,Charlestown,6,100,3,4
175,5.1647859739235145,1,1,0,Apartment,f,0,0,Entire home/apt,Charlestown,105,95,3,2
199,5.293304824724492,2,1,0,Apartment,f,0,0,Entire home/apt,Charlestown,166,94,3,4
375,5.926926025970411,3,2,1,Apartment,t,500,80,Entire home/apt,Charlestown,98,99,2,6
235,5.459585514144159,1,1,2,House,f,0,25,Entire home/apt,Charlestown,76,99,2,2
175,5.1647859739235145,0,1,2,Apartment,f,500,0,Entire home/apt,Charlestown,33,93,1,2
100,4.605170185988092,1,1,0,House,f,200,0,Private room,Charlestown,39,96,1,1
125,4.8283137373023015,1,1,1,House,f,0,100,Private room,Charlestown,33,95,3,2
260,5.560681631015528,1,1,2,Apartment,t,0,75,Entire home/apt,Charlestown,42,97,1,4
55,4.007333185232471,1,1,1,House,f,0,0,Private room,Charlestown,0,NA,1,1
55,4.007333185232471,1,1,1,House,f,200,25,Private room,Charlestown,1,80,1,1
219,5.389071729816501,2,1.5,1,Condominium,f,0,0,Entire home/apt,Charlestown,0,NA,1,6
150,5.0106352940962555,1,1,1,Apartment,f,1000,0,Entire home/apt,Charlestown,1,80,2,3
350,5.857933154483459,2,2,1,Condominium,f,250,100,Entire home/apt,Charlestown,0,NA,1,4
275,5.616771097666572,1,1,1,Apartment,f,0,100,Entire home/apt,Charlestown,0,NA,3,1
300,5.703782474656201,0,1,1,Apartment,f,0,0,Entire home/apt,Charlestown,0,NA,1,2
195,5.272999558563747,1,1,1,Other,f,250,25,Private room,Charlestown,0,NA,2,2
325,5.783825182329737,4,4,5,House,t,300,50,Entire home/apt,Charlestown,18,100,2,6
280,5.634789603169249,2,2.5,1,Apartment,f,0,50,Entire home/apt,Charlestown,0,NA,1,5
150,5.0106352940962555,1,1,1,Condominium,f,0,0,Private room,Charlestown,15,93,1,1
250,5.521460917862246,3,2.5,1,House,f,1000,150,Entire home/apt,Charlestown,0,NA,1,6
150,5.0106352940962555,1,1,2,Apartment,f,0,25,Entire home/apt,Charlestown,1,100,3,4
180,5.19295685089021,2,1,4,Apartment,f,200,50,Entire home/apt,Charlestown,4,100,3,4
50,3.912023005428146,1,1,1,House,f,0,0,Private room,Charlestown,0,NA,1,1
195,5.272999558563747,3,1,1,Apartment,t,0,35,Entire home/apt,Charlestown,18,96,1,6
99,4.59511985013459,1,1,1,Apartment,f,0,99,Entire home/apt,Charlestown,15,95,1,4
158,5.062595033026967,2,1,1,Condominium,f,0,75,Entire home/apt,Charlestown,0,NA,2,6
92,4.5217885770490405,1,1,1,Apartment,f,0,0,Private room,Charlestown,0,NA,1,2
149,5.003946305945459,1,1,1,Apartment,t,0,100,Entire home/apt,Charlestown,56,99,1,2
135,4.90527477843843,1,1,1,House,f,250,25,Private room,Charlestown,2,100,3,1
55,4.007333185232471,1,1,1,Apartment,t,0,35,Private room,Charlestown,3,93,1,2
225,5.41610040220442,2,1,1,Condominium,t,500,50,Entire home/apt,Charlestown,24,96,2,4
180,5.19295685089021,1,1,1,Condominium,f,0,85,Entire home/apt,Charlestown,23,90,1,3
210,5.3471075307174685,1,1,1,Condominium,f,0,80,Entire home/apt,Charlestown,0,NA,2,3
200,5.298317366548036,1,1,1,Apartment,f,0,0,Entire home/apt,Charlestown,6,90,4,4
150,5.0106352940962555,1,1,1,Apartment,f,0,25,Entire home/apt,Charlestown,7,100,3,2
149,5.003946305945459,1,1,3,House,f,0,25,Entire home/apt,Charlestown,60,97,2,3
150,5.0106352940962555,1,1,1,Apartment,t,0,0,Entire home/apt,Charlestown,221,98,2,4
155,5.043425116919247,1,1,2,Apartment,t,0,0,Entire home/apt,Charlestown,46,96,2,3
249,5.517452896464707,1,1,4,Apartment,f,0,0,Entire home/apt,Charlestown,4,100,2,3
315,5.752572638825633,3,2,1,Apartment,f,500,125,Entire home/apt,Charlestown,1,100,2,6
150,5.0106352940962555,1,1,2,Apartment,f,0,20,Entire home/apt,Charlestown,11,91,2,4
680,6.522092798170152,3,3,1,House,f,1000,200,Entire home/apt,Charlestown,4,90,3,8
349,5.855071922202427,2,1,1,Apartment,f,0,80,Entire home/apt,Charlestown,21,92,5,5
200,5.298317366548036,1,1,1,Apartment,f,0,0,Private room,Charlestown,2,100,1,2
49,3.8918202981106265,1,1,1,Condominium,t,0,120,Private room,Charlestown,73,95,32,1
250,5.521460917862246,2,1,1,Apartment,f,500,125,Entire home/apt,Charlestown,3,87,3,4
195,5.272999558563747,1,1,1,Condominium,f,0,25,Entire home/apt,Charlestown,0,NA,1,3
1000,6.907755278982137,2,2,1,Apartment,f,1000,100,Entire home/apt,Charlestown,0,NA,200,3
225,5.41610040220442,2,1,1,Apartment,t,0,100,Entire home/apt,Charlestown,20,98,1,3
275,5.616771097666572,1,1,1,Apartment,f,0,0,Entire home/apt,Charlestown,15,96,1,4
150,5.0106352940962555,2,1,4,Apartment,t,0,35,Entire home/apt,Charlestown,4,95,1,4
80,4.382026634673881,1,1,1,Apartment,t,0,25,Private room,Charlestown,5,96,1,2
330,5.799092654460526,2,2,3,Apartment,f,250,85,Entire home/apt,Charlestown,1,100,2,3
169,5.1298987149230735,2,1,4,Apartment,f,0,150,Entire home/apt,Charlestown,50,92,6,8
165,5.10594547390058,2,1,1,Condominium,f,95,50,Entire home/apt,Charlestown,10,98,2,4
175,5.1647859739235145,1,1,1,Other,f,0,0,Private room,Charlestown,16,80,2,2
210,5.3471075307174685,1,1,1,Other,f,0,25,Private room,Charlestown,2,100,2,2
259,5.556828061699537,2,2,1,Apartment,f,0,100,Entire home/apt,Charlestown,0,NA,2,4
39,3.6635616461296463,1,1.5,1,Apartment,f,200,25,Private room,Charlestown,1,40,14,2
160,5.075173815233827,1,1.5,1,Other,f,0,0,Private room,Charlestown,0,NA,1,2
200,5.298317366548036,1,1,1,Apartment,f,500,80,Entire home/apt,Charlestown,18,98,2,2
125,4.8283137373023015,1,1,1,Apartment,f,250,60,Private room,Charlestown,47,95,4,2
299,5.700443573390687,2,1,4,Apartment,f,3000,120,Entire home/apt,Charlestown,27,89,1,8
200,5.298317366548036,1,1,1,House,f,0,0,Private room,Charlestown,8,95,1,2
249,5.517452896464707,1,1,1,Apartment,f,0,150,Entire home/apt,West End,2,90,4,2
185,5.220355825078324,1,1,1,Apartment,f,500,150,Entire home/apt,West End,0,NA,30,4
349,5.855071922202427,2,2,1,Apartment,f,0,150,Entire home/apt,West End,2,90,4,4
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,3
310,5.736572297479192,2,2,1,Apartment,f,0,150,Entire home/apt,West End,2,80,7,4
119,4.77912349311153,2,2,1,Apartment,f,0,119,Entire home/apt,West End,0,NA,2,5
81,4.394449154672439,1,1,1,Apartment,f,0,75,Private room,West End,2,90,2,2
105,4.653960350157523,1,1,1,Condominium,f,250,0,Private room,West End,31,94,2,2
146,4.983606621708336,2,2,1,Apartment,f,0,136,Entire home/apt,West End,2,90,2,5
145,4.976733742420574,1,1,1,Apartment,f,450,50,Private room,West End,8,91,3,1
349,5.855071922202427,2,1,1,Apartment,f,0,150,Entire home/apt,West End,6,100,7,4
168,5.123963979403259,3,2,1,Apartment,f,0,136,Entire home/apt,West End,4,85,2,7
224,5.4116460518550396,3,2,1,Apartment,f,0,136,Entire home/apt,West End,10,94,2,7
155,5.043425116919247,1,1,2,Condominium,f,0,0,Entire home/apt,West End,0,NA,2,4
299,5.700443573390687,2,2,1,Apartment,f,0,200,Entire home/apt,West End,3,93,4,4
395,5.978885764901122,2,2,1,Apartment,f,1000,150,Entire home/apt,West End,0,NA,3,5
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,West End,8,93,10,3
155,5.043425116919247,1,1,1,Apartment,f,400,35,Private room,West End,4,80,3,1
249,5.517452896464707,2,2,1,Apartment,f,0,100,Entire home/apt,West End,1,80,10,5
315,5.752572638825633,2,2,1,Apartment,f,0,0,Entire home/apt,West End,0,NA,10,4
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
289,5.666426688112432,2,2,1,Apartment,f,0,100,Entire home/apt,West End,1,100,10,5
220,5.393627546352362,1,1,1,Apartment,f,0,100,Entire home/apt,West End,9,96,3,3
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
95,4.553876891600541,1,1,1,Apartment,f,0,20,Private room,West End,0,NA,1,2
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,3
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,3
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,3
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,3
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
249,5.517452896464707,1,1,1,Apartment,f,0,200,Entire home/apt,West End,4,95,3,2
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,1,80,3,5
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
450,6.1092475827643655,3,2.5,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,1,10
99,4.59511985013459,0,1,1,Apartment,f,0,25,Entire home/apt,West End,18,95,2,2
249,5.517452896464707,1,1,4,Apartment,f,0,150,Entire home/apt,West End,0,NA,4,2
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,West End,0,NA,10,5
135,4.90527477843843,1,1,1,Apartment,f,0,0,Entire home/apt,West End,0,NA,1,4
189,5.241747015059643,1,1,1,Apartment,f,0,100,Entire home/apt,West End,4,75,10,3
60,4.0943445622221,1,1,1,Apartment,f,300,50,Private room,West End,1,100,2,1
209,5.342334251964811,1,1,1,Apartment,f,0,100,Entire home/apt,West End,1,100,10,3
280,5.634789603169249,1,1,1,Apartment,f,0,0,Entire home/apt,West End,3,100,3,3
275,5.616771097666572,2,1,1,Apartment,f,0,0,Entire home/apt,West End,1,100,2,4
269,5.594711379601839,2,2,1,Apartment,f,0,100,Entire home/apt,West End,4,90,10,5
219,5.389071729816501,1,1,2,Apartment,t,0,0,Entire home/apt,West End,24,98,3,4
110,4.700480365792417,1,1,0,Apartment,f,1000,250,Entire home/apt,Beacon Hill,11,93,6,3
275,5.616771097666572,2,1,1,Condominium,f,0,30,Entire home/apt,Beacon Hill,29,94,1,4
200,5.298317366548036,2,2.5,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,4,100,1,4
425,6.052089168924417,1,1,2,Apartment,f,275,55,Entire home/apt,Beacon Hill,19,87,2,2
150,5.0106352940962555,1,1,2,Apartment,f,0,70,Entire home/apt,Beacon Hill,34,91,30,2
128,4.852030263919617,2,1,1,Apartment,f,1000,100,Entire home/apt,Beacon Hill,2,100,15,4
177,5.176149732573829,1,1,1,Apartment,f,0,20,Entire home/apt,Beacon Hill,30,91,1,2
150,5.0106352940962555,1,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,0,NA,1,4
220,5.393627546352362,2,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,0,NA,1,5
155,5.043425116919247,1,1,1,Apartment,t,100,0,Entire home/apt,Beacon Hill,24,93,1,2
399,5.988961416889864,3,3,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,5,84,2,8
159,5.0689042022202315,1,1,1,Apartment,f,200,25,Entire home/apt,Beacon Hill,0,NA,3,1
99,4.59511985013459,0,1,1,Apartment,f,0,35,Entire home/apt,Beacon Hill,1,100,2,2
120,4.787491742782046,1,2,1,Apartment,f,0,30,Private room,Beacon Hill,38,82,2,2
270,5.598421958998375,1,1,2,Other,f,0,0,Private room,Beacon Hill,2,80,4,2
150,5.0106352940962555,1,1,1,Apartment,f,0,0,Private room,Beacon Hill,0,NA,1,1
89,4.48863636973214,0,1,2,Apartment,f,100,40,Entire home/apt,Beacon Hill,36,78,1,2
199,5.293304824724492,0,1,1,House,f,0,30,Entire home/apt,Beacon Hill,20,100,1,3
120,4.787491742782046,1,1,1,Apartment,f,0,0,Private room,Beacon Hill,11,91,1,2
133,4.890349128221754,0,1,2,Apartment,f,0,50,Entire home/apt,Beacon Hill,20,91,2,2
275,5.616771097666572,1,1,1,Apartment,f,200,65,Entire home/apt,Beacon Hill,3,93,2,3
165,5.10594547390058,0,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,37,94,5,2
300,5.703782474656201,1,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,2,90,5,2
100,4.605170185988092,1,1,1,Apartment,f,0,30,Private room,Beacon Hill,31,89,2,1
85,4.442651256490317,1,1,1,Apartment,f,95,10,Private room,Beacon Hill,2,90,1,1
769,6.645090969505644,3,1.5,1,Apartment,f,500,125,Entire home/apt,Beacon Hill,7,100,2,6
155,5.043425116919247,0,1,1,Apartment,f,0,225,Entire home/apt,Beacon Hill,2,100,7,2
85,4.442651256490317,1,1,1,Apartment,f,0,25,Private room,Beacon Hill,13,72,3,1
255,5.541263545158426,0,1,1,Apartment,f,0,50,Entire home/apt,Beacon Hill,9,93,1,3
299,5.700443573390687,1,1,3,Apartment,f,0,0,Entire home/apt,Beacon Hill,3,93,2,4
143,4.962844630259907,1,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,2,100,1,2
260,5.560681631015528,2,1.5,1,Condominium,f,1000,100,Entire home/apt,Beacon Hill,1,80,5,4
267,5.58724865840025,2,2,4,Apartment,f,99,65,Entire home/apt,Beacon Hill,8,78,1,8
299,5.700443573390687,2,1,4,Apartment,t,0,85,Entire home/apt,Beacon Hill,84,99,3,6
155,5.043425116919247,0,1,1,Apartment,f,0,225,Entire home/apt,Beacon Hill,7,86,7,2
250,5.521460917862246,1,1,1,Apartment,t,0,60,Entire home/apt,Beacon Hill,30,97,1,4
169,5.1298987149230735,1,1,2,Apartment,f,0,40,Private room,Beacon Hill,0,NA,1,2
75,4.31748811353631,1,1,1,Apartment,f,0,0,Private room,Beacon Hill,7,94,2,2
137,4.919980925828125,0,1,1,Apartment,f,0,225,Entire home/apt,Beacon Hill,2,100,7,2
225,5.41610040220442,1,1,2,Apartment,f,0,0,Entire home/apt,Beacon Hill,6,100,1,2
220,5.393627546352362,2,1,2,Apartment,f,100,40,Entire home/apt,Beacon Hill,33,99,2,3
210,5.3471075307174685,1,1,1,Condominium,t,150,80,Entire home/apt,Beacon Hill,49,93,2,2
147,4.990432586778736,2,1,1,Apartment,f,350,0,Entire home/apt,Beacon Hill,13,90,30,2
180,5.19295685089021,1,1,2,Apartment,f,150,100,Private room,Beacon Hill,0,NA,2,2
209,5.342334251964811,0,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,18,93,2,2
199,5.293304824724492,1,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,20,97,2,4
103,4.634728988229636,1,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,9,96,2,2
200,5.298317366548036,2,1,4,Apartment,f,0,65,Entire home/apt,Beacon Hill,10,92,1,6
113,4.727387818712341,1,1,1,Apartment,f,350,20,Private room,Beacon Hill,17,88,1,1
175,5.1647859739235145,1,1,2,Apartment,f,0,50,Entire home/apt,Beacon Hill,62,89,4,2
175,5.1647859739235145,1,1,1,Apartment,f,100,0,Entire home/apt,Beacon Hill,150,85,3,3
238,5.472270673671475,1,1,1,Apartment,f,200,79,Entire home/apt,Beacon Hill,66,96,2,2
250,5.521460917862246,2,1,1,Apartment,f,200,0,Entire home/apt,Beacon Hill,2,100,2,2
100,4.605170185988092,1,1,1,Apartment,f,0,25,Private room,Beacon Hill,1,100,1,1
200,5.298317366548036,0,1,1,Apartment,t,150,50,Entire home/apt,Beacon Hill,39,96,3,2
200,5.298317366548036,1,1,0,Condominium,f,1000,250,Entire home/apt,Beacon Hill,9,93,6,3
184,5.214935757608986,0,1,1,Apartment,f,100,0,Entire home/apt,Beacon Hill,1,100,2,2
305,5.720311776607412,2,1.5,1,Condominium,f,100,100,Entire home/apt,Beacon Hill,23,92,3,4
130,4.867534450455582,1,1,1,Apartment,t,0,50,Private room,Beacon Hill,23,98,1,2
149,5.003946305945459,1,1,1,Apartment,t,250,50,Entire home/apt,Beacon Hill,35,97,2,2
200,5.298317366548036,0,1,1,Apartment,f,500,100,Entire home/apt,Beacon Hill,28,93,2,2
600,6.396929655216146,2,2,3,Condominium,f,300,0,Entire home/apt,Beacon Hill,2,100,3,4
200,5.298317366548036,1,1,1,Apartment,f,0,0,Entire home/apt,Beacon Hill,0,NA,1,2
199,5.293304824724492,1,1,1,Condominium,f,0,0,Private room,Beacon Hill,32,94,1,2
250,5.521460917862246,2,1,4,Apartment,f,0,65,Entire home/apt,Beacon Hill,4,95,1,6
220,5.393627546352362,1,1,2,Apartment,f,100,50,Entire home/apt,Beacon Hill,0,NA,1,4
275,5.616771097666572,2,1,3,Apartment,f,500,100,Entire home/apt,Beacon Hill,7,97,3,3
